frame.number,frame.time_epoch,ip.src,ip.dst,tcp.time_delta
"17962","1720859774.985251827","192.168.68.108","192.168.68.136","0.010543116"
"17964","1720859774.991590318","192.168.68.108","192.168.68.136","0.481720089"
"17966","1720859774.995686302","192.168.68.108","192.168.68.136","0.010114434"
"17967","1720859775.006150519","192.168.68.108","192.168.68.136","0.010464217"
"17969","1720859775.016506461","192.168.68.108","192.168.68.136","0.010036501"
"17970","1720859775.044201243","192.168.68.108","192.168.68.136","0.027694782"
"17971","1720859775.044201567","192.168.68.108","192.168.68.136","0.000000324"
"17973","1720859775.047525695","192.168.68.108","192.168.68.136","0.002620524"
"17974","1720859775.060123757","192.168.68.108","192.168.68.136","0.012598062"
"17976","1720859775.067433535","192.168.68.108","192.168.68.136","0.006732962"
"17977","1720859775.079859811","192.168.68.108","192.168.68.136","0.012426276"
"17979","1720859775.088183569","192.168.68.108","192.168.68.136","0.007068665"
"17980","1720859775.099293210","192.168.68.108","192.168.68.136","0.011109641"
"17982","1720859775.108700791","192.168.68.108","192.168.68.136","0.008053438"
"17983","1720859775.120208379","192.168.68.108","192.168.68.136","0.011507588"
"17985","1720859775.129972415","192.168.68.108","192.168.68.136","0.009626456"
"17986","1720859775.140952795","192.168.68.108","192.168.68.136","0.010980380"
"17988","1720859775.150304949","192.168.68.108","192.168.68.136","0.009103448"
"17989","1720859775.164065736","192.168.68.108","192.168.68.136","0.013760787"
"17991","1720859775.173477379","192.168.68.108","192.168.68.136","0.009299438"
"17992","1720859775.181079464","192.168.68.108","192.168.68.136","0.007602085"
"17995","1720859775.192942988","192.168.68.108","192.168.68.136","0.011772517"
"17996","1720859775.202307991","192.168.68.108","192.168.68.136","0.009365003"
"17998","1720859775.212895645","192.168.68.108","192.168.68.136","0.010453180"
"17999","1720859775.224779177","192.168.68.108","192.168.68.136","0.011883532"
"18001","1720859775.234554195","192.168.68.108","192.168.68.136","0.009570295"
"18002","1720859775.243901912","192.168.68.108","192.168.68.136","0.009347717"
"18005","1720859775.254375678","192.168.68.108","192.168.68.136","0.010223350"
"18006","1720859775.264829712","192.168.68.108","192.168.68.136","0.010454034"
"18008","1720859775.276683557","192.168.68.108","192.168.68.136","0.011570819"
"18009","1720859775.287312964","192.168.68.108","192.168.68.136","0.010629407"
"18011","1720859775.295673895","192.168.68.108","192.168.68.136","0.008027267"
"18012","1720859775.306077768","192.168.68.108","192.168.68.136","0.010403873"
"18014","1720859775.317835518","192.168.68.108","192.168.68.136","0.011480297"
"18016","1720859775.327670071","192.168.68.108","192.168.68.136","0.009834553"
"18018","1720859775.340200987","192.168.68.108","192.168.68.136","0.012269791"
"18019","1720859775.373550004","192.168.68.108","192.168.68.136","0.033349017"
"18021","1720859775.373550330","192.168.68.108","192.168.68.136","-0.000027043"
"18022","1720859775.373550473","192.168.68.108","192.168.68.136","0.000000143"
"18024","1720859775.378696275","192.168.68.108","192.168.68.136","0.003397508"
"18025","1720859775.391277438","192.168.68.108","192.168.68.136","0.012581163"
"18027","1720859775.401781337","192.168.68.108","192.168.68.136","0.010184987"
"18028","1720859775.402989300","192.168.68.108","192.168.68.136",
"18030","1720859775.409545167","192.168.68.108","192.168.68.136",
"18032","1720859775.410715754","192.168.68.108","192.168.68.136","0.008934417"
"18034","1720859775.414770209","192.168.68.108","192.168.68.136",
"18036","1720859775.418955503","192.168.68.108","192.168.68.136",
"18038","1720859775.419988499","192.168.68.108","192.168.68.136","0.009018934"
"18039","1720859775.424188384","192.168.68.108","192.168.68.136",
"18041","1720859775.432037365","192.168.68.108","192.168.68.136","0.951799026"
"18042","1720859775.432037636","192.168.68.108","192.168.68.136","0.000000000"
"18044","1720859775.432037743","192.168.68.108","192.168.68.136","0.012049244"
"18052","1720859775.443776239","192.168.68.108","192.168.68.136","0.008894324"
"18053","1720859775.450410094","192.168.68.108","192.168.68.136","0.006633855"
"18055","1720859775.454496958","192.168.68.108","192.168.68.136","0.022400482"
"18058","1720859775.460860275","192.168.68.108","192.168.68.136","0.004952918"
"18059","1720859775.460860532","192.168.68.108","192.168.68.136","0.010161469"
"18060","1720859775.460860657","192.168.68.108","192.168.68.136","0.026106390"
"18064","1720859775.471063025","192.168.68.108","192.168.68.136","0.006925883"
"18065","1720859775.474811459","192.168.68.108","192.168.68.136","0.013662434"
"18066","1720859775.482464253","192.168.68.108","192.168.68.136","0.011401228"
"18068","1720859775.493204354","192.168.68.108","192.168.68.136","0.010446730"
"18070","1720859775.504237026","192.168.68.108","192.168.68.136","0.011032672"
"18073","1720859775.508376253","192.168.68.108","192.168.68.136","0.073363705"
"18075","1720859775.508376508","192.168.68.108","192.168.68.136","0.073244552"
"18077","1720859775.508376600","192.168.68.108","192.168.68.136","0.073929310"
"18079","1720859775.508376686","192.168.68.108","192.168.68.136","0.073757163"
"18081","1720859775.513833224","192.168.68.108","192.168.68.136","0.009329571"
"18082","1720859775.523179980","192.168.68.108","192.168.68.136","0.009346756"
"18083","1720859775.523180345","192.168.68.108","192.168.68.136","0.059220746"
"18085","1720859775.534724964","192.168.68.108","192.168.68.136","0.011278750"
"18086","1720859775.551389458","192.168.68.108","192.168.68.136","0.016664494"
"18088","1720859775.554388528","192.168.68.108","192.168.68.136","0.002653439"
"18089","1720859775.564845142","192.168.68.108","192.168.68.136","0.010456614"
"18091","1720859775.573527336","192.168.68.108","192.168.68.136","0.065058199"
"18092","1720859775.573527727","192.168.68.108","192.168.68.136","0.065117397"
"18093","1720859775.573527859","192.168.68.108","192.168.68.136","0.065070378"
"18094","1720859775.573527963","192.168.68.108","192.168.68.136","0.065083330"
"18095","1720859775.595871503","192.168.68.108","192.168.68.136","0.030735910"
"18096","1720859775.597970327","192.168.68.108","192.168.68.136","0.002098824"
"18097","1720859775.597970790","192.168.68.108","192.168.68.136","0.000000463"
"18099","1720859775.606107091","192.168.68.108","192.168.68.136","0.006860410"
"18100","1720859775.616430502","192.168.68.108","192.168.68.136","0.010323411"
"18102","1720859775.627007631","192.168.68.108","192.168.68.136","0.010291203"
"18103","1720859775.636425932","192.168.68.108","192.168.68.136","0.009418301"
"18105","1720859775.648438031","192.168.68.108","192.168.68.136","0.011643192"
"18106","1720859775.672825891","192.168.68.108","192.168.68.136","0.024387860"
"18107","1720859775.672826144","192.168.68.108","192.168.68.136","0.000000253"
"18109","1720859775.678015930","192.168.68.108","192.168.68.136","0.004349721"
"18110","1720859775.688733553","192.168.68.108","192.168.68.136","0.010717623"
"18112","1720859775.705449297","192.168.68.108","192.168.68.136","0.016365293"
"18113","1720859775.708539104","192.168.68.108","192.168.68.136","0.003089807"
"18115","1720859775.719198265","192.168.68.108","192.168.68.136","0.010437357"
"18116","1720859775.729858369","192.168.68.108","192.168.68.136","0.010660104"
"18118","1720859775.752522608","192.168.68.108","192.168.68.136","0.022492691"
"18119","1720859775.752522869","192.168.68.108","192.168.68.136","0.000000261"
"18121","1720859775.759945945","192.168.68.108","192.168.68.136","0.006730977"
"18122","1720859775.770558462","192.168.68.108","192.168.68.136","0.010612517"
"18124","1720859775.780956987","192.168.68.108","192.168.68.136","0.010243480"
"18125","1720859775.791363001","192.168.68.108","192.168.68.136","0.010406014"
"18127","1720859775.807740060","192.168.68.108","192.168.68.136","0.016105108"
"18128","1720859775.812073156","192.168.68.108","192.168.68.136","0.004333096"
"18130","1720859775.828905331","192.168.68.108","192.168.68.136","0.016737822"
"18131","1720859775.833491019","192.168.68.108","192.168.68.136","0.004585688"
"18133","1720859775.842848924","192.168.68.108","192.168.68.136","0.009240000"
"18134","1720859775.854651724","192.168.68.108","192.168.68.136","0.011802800"
"18136","1720859775.884997256","192.168.68.108","192.168.68.136","0.030132760"
"18137","1720859775.884997513","192.168.68.108","192.168.68.136","0.000000257"
"18138","1720859775.884997604","192.168.68.108","192.168.68.136","0.000000091"
"18140","1720859775.894745744","192.168.68.108","192.168.68.136","0.007421227"
"18142","1720859775.944868803","192.168.68.108","192.168.68.136","0.009290589"
"18143","1720859775.944869071","192.168.68.108","192.168.68.136","0.000000268"
"18144","1720859775.944869176","192.168.68.108","192.168.68.136","0.000000105"
"18145","1720859775.944869240","192.168.68.108","192.168.68.136","0.000000064"
"18146","1720859775.945937539","192.168.68.108","192.168.68.136","0.001068299"
"18148","1720859775.960631078","192.168.68.108","192.168.68.136","0.013417327"
"18150","1720859775.967354591","192.168.68.108","192.168.68.136","0.006365617"
"18152","1720859776.005084321","192.168.68.108","192.168.68.136","0.037412994"
"18153","1720859776.005084565","192.168.68.108","192.168.68.136","0.000000244"
"18154","1720859776.005084677","192.168.68.108","192.168.68.136","0.000000112"
"18156","1720859776.012213256","192.168.68.108","192.168.68.136","0.005434642"
"18158","1720859776.018510778","192.168.68.108","192.168.68.136","0.006003542"
"18160","1720859776.029029005","192.168.68.108","192.168.68.136","0.010209069"
"18162","1720859776.039457204","192.168.68.108","192.168.68.136","0.010106535"
"18164","1720859776.050741596","192.168.68.108","192.168.68.136","0.010939765"
"18166","1720859776.062831445","192.168.68.108","192.168.68.136","0.011781742"
"18168","1720859776.070247715","192.168.68.108","192.168.68.136","0.007108088"
"18170","1720859776.084057992","192.168.68.108","192.168.68.136","0.013543289"
"18172","1720859776.091378085","192.168.68.108","192.168.68.136","0.006930263"
"18174","1720859776.101780828","192.168.68.108","192.168.68.136","0.009906897"
"18177","1720859776.112161985","192.168.68.108","192.168.68.136","0.010044056"
"18179","1720859776.122695704","192.168.68.108","192.168.68.136","0.010240881"
"18181","1720859776.133084185","192.168.68.108","192.168.68.136","0.010081892"
"18183","1720859776.143917447","192.168.68.108","192.168.68.136","0.010511782"
"18185","1720859776.153554645","192.168.68.108","192.168.68.136","0.009318339"
"18187","1720859776.164284673","192.168.68.108","192.168.68.136","0.010428029"
"18189","1720859776.173689884","192.168.68.108","192.168.68.136","0.009077171"
"18191","1720859776.185639899","192.168.68.108","192.168.68.136","0.011629378"
"18193","1720859776.196897734","192.168.68.108","192.168.68.136","0.010927629"
"18195","1720859776.206408659","192.168.68.108","192.168.68.136","0.009143862"
"18197","1720859776.221147142","192.168.68.108","192.168.68.136","0.014404956"
"18199","1720859776.225283936","192.168.68.108","192.168.68.136","0.003829316"
"18201","1720859776.235973381","192.168.68.108","192.168.68.136","0.010458476"
"18203","1720859776.248473623","192.168.68.108","192.168.68.136","0.011997488"
"18205","1720859776.256814720","192.168.68.108","192.168.68.136","0.008147604"
"18207","1720859776.266132477","192.168.68.108","192.168.68.136","0.008992827"
"18209","1720859776.276778336","192.168.68.108","192.168.68.136","0.010455387"
"18211","1720859776.294665496","192.168.68.108","192.168.68.136","0.017635094"
"18213","1720859776.302043757","192.168.68.108","192.168.68.136","0.007183825"
"18215","1720859776.307446258","192.168.68.108","192.168.68.136","0.005210475"
"18217","1720859776.318113904","192.168.68.108","192.168.68.136","0.010466855"
"18219","1720859776.328802211","192.168.68.108","192.168.68.136","0.010429318"
"18221","1720859776.339485811","192.168.68.108","192.168.68.136","0.010501160"
"18223","1720859776.351008116","192.168.68.108","192.168.68.136","0.011292541"
"18225","1720859776.359619314","192.168.68.108","192.168.68.136","0.008330317"
"18227","1720859776.380960059","192.168.68.108","192.168.68.136","0.021078262"
"18228","1720859776.380960297","192.168.68.108","192.168.68.136","0.000000238"
"18230","1720859776.391279382","192.168.68.108","192.168.68.136","0.009277878"
"18232","1720859776.401883290","192.168.68.108","192.168.68.136","0.010274422"
"18235","1720859776.413058242","192.168.68.108","192.168.68.136","0.010907866"
"18237","1720859776.425594716","192.168.68.108","192.168.68.136","0.012226673"
"18239","1720859776.431773390","192.168.68.108","192.168.68.136","0.005845446"
"18241","1720859776.442520667","192.168.68.108","192.168.68.136","0.010426430"
"18243","1720859776.459098452","192.168.68.108","192.168.68.136","0.016259590"
"18245","1720859776.461090933","192.168.68.108","192.168.68.136",
"18247","1720859776.464720307","192.168.68.108","192.168.68.136","0.005341926"
"18249","1720859776.468088160","192.168.68.108","192.168.68.136",
"18251","1720859776.474527323","192.168.68.108","192.168.68.136","0.009562350"
"18253","1720859776.475687522","192.168.68.108","192.168.68.136",
"18255","1720859776.508129479","192.168.68.108","192.168.68.136",
"18257","1720859776.508809847","192.168.68.108","192.168.68.136","0.033962499"
"18258","1720859776.508809951","192.168.68.108","192.168.68.136","0.000000104"
"18259","1720859776.508809994","192.168.68.108","192.168.68.136","0.000000043"
"18261","1720859776.516151662","192.168.68.108","192.168.68.136","0.006016872"
"18263","1720859776.538419526","192.168.68.108","192.168.68.136",
"18265","1720859776.538419771","192.168.68.108","192.168.68.136","0.022124427"
"18266","1720859776.538419882","192.168.68.108","192.168.68.136","0.000000111"
"18268","1720859776.544574233","192.168.68.108","192.168.68.136","1.021393888"
"18269","1720859776.545603985","192.168.68.108","192.168.68.136","0.000000000"
"18274","1720859776.546850148","192.168.68.108","192.168.68.136","0.007325407"
"18278","1720859776.555485896","192.168.68.108","192.168.68.136","0.009837433"
"18280","1720859776.556755801","192.168.68.108","192.168.68.136","0.009743244"
"18282","1720859776.564387588","192.168.68.108","192.168.68.136","0.007583261"
"18283","1720859776.564387823","192.168.68.108","192.168.68.136","0.017584501"
"18287","1720859776.567268397","192.168.68.108","192.168.68.136","0.000567373"
"18288","1720859776.578991502","192.168.68.108","192.168.68.136","0.011723105"
"18289","1720859776.578992067","192.168.68.108","192.168.68.136","0.014287978"
"18290","1720859776.578992167","192.168.68.108","192.168.68.136","0.000000665"
"18292","1720859776.588314655","192.168.68.108","192.168.68.136","0.009013392"
"18293","1720859776.598775008","192.168.68.108","192.168.68.136","0.010460353"
"18295","1720859776.601836252","192.168.68.108","192.168.68.136","0.055492504"
"18297","1720859776.601836584","192.168.68.108","192.168.68.136","0.055248119"
"18299","1720859776.601836736","192.168.68.108","192.168.68.136","0.054622091"
"18301","1720859776.601836859","192.168.68.108","192.168.68.136","0.054457005"
"18303","1720859776.617810564","192.168.68.108","192.168.68.136","0.018752901"
"18304","1720859776.618862968","192.168.68.108","192.168.68.136","0.001052404"
"18306","1720859776.629541091","192.168.68.108","192.168.68.136","0.010499746"
"18307","1720859776.634247412","192.168.68.108","192.168.68.136","0.067676429"
"18308","1720859776.639593167","192.168.68.108","192.168.68.136","0.010052076"
"18310","1720859776.649902532","192.168.68.108","192.168.68.136","0.009358507"
"18311","1720859776.660450012","192.168.68.108","192.168.68.136","0.010547480"
"18313","1720859776.665261102","192.168.68.108","192.168.68.136","0.063341396"
"18314","1720859776.665261350","192.168.68.108","192.168.68.136","0.063396714"
"18315","1720859776.665261482","192.168.68.108","192.168.68.136","0.063360296"
"18316","1720859776.665261565","192.168.68.108","192.168.68.136","0.063325836"
"18317","1720859776.670684745","192.168.68.108","192.168.68.136","0.009922489"
"18318","1720859776.706197408","192.168.68.108","192.168.68.136","0.035512663"
"18320","1720859776.706197662","192.168.68.108","192.168.68.136","-0.000026572"
"18321","1720859776.706197772","192.168.68.108","192.168.68.136","0.000000110"
"18323","1720859776.712344053","192.168.68.108","192.168.68.136","0.004060145"
"18324","1720859776.723615247","192.168.68.108","192.168.68.136","0.011271194"
"18326","1720859776.733827046","192.168.68.108","192.168.68.136","0.009869305"
"18327","1720859776.743190971","192.168.68.108","192.168.68.136","0.009363925"
"18329","1720859776.753863440","192.168.68.108","192.168.68.136","0.010382599"
"18330","1720859776.764656232","192.168.68.108","192.168.68.136","0.010792792"
"18332","1720859776.790581261","192.168.68.108","192.168.68.136","0.025604535"
"18333","1720859776.791620477","192.168.68.108","192.168.68.136","0.001039216"
"18335","1720859776.795760477","192.168.68.108","192.168.68.136","0.003977751"
"18336","1720859776.806358615","192.168.68.108","192.168.68.136","0.010598138"
"18338","1720859776.816880369","192.168.68.108","192.168.68.136","0.010188805"
"18339","1720859776.829730901","192.168.68.108","192.168.68.136","0.012850532"
"18341","1720859776.838101552","192.168.68.108","192.168.68.136","0.008020819"
"18342","1720859776.848968259","192.168.68.108","192.168.68.136","0.010866707"
"18344","1720859776.858101775","192.168.68.108","192.168.68.136","0.008812872"
"18345","1720859776.869506145","192.168.68.108","192.168.68.136","0.011404370"
"18347","1720859776.882509590","192.168.68.108","192.168.68.136","0.012697276"
"18348","1720859776.890313844","192.168.68.108","192.168.68.136","0.007804254"
"18350","1720859776.903483252","192.168.68.108","192.168.68.136","0.012879078"
"18351","1720859776.914275195","192.168.68.108","192.168.68.136","0.010791943"
"18353","1720859776.920589710","192.168.68.108","192.168.68.136","0.006041695"
"18354","1720859776.932473764","192.168.68.108","192.168.68.136","0.011884054"
"18356","1720859776.942374063","192.168.68.108","192.168.68.136","0.009653970"
"18357","1720859776.954091782","192.168.68.108","192.168.68.136","0.011717719"
"18359","1720859776.964448813","192.168.68.108","192.168.68.136","0.009922477"
"18360","1720859776.973895313","192.168.68.108","192.168.68.136","0.009446500"
"18362","1720859776.984013331","192.168.68.108","192.168.68.136","0.009888359"
"18363","1720859776.994471795","192.168.68.108","192.168.68.136","0.010458464"
"18365","1720859777.005672658","192.168.68.108","192.168.68.136","0.010889770"
"18366","1720859777.015195318","192.168.68.108","192.168.68.136","0.009522660"
"18368","1720859777.028134422","192.168.68.108","192.168.68.136","0.012632522"
"18369","1720859777.036680386","192.168.68.108","192.168.68.136","0.008545964"
"18371","1720859777.047405811","192.168.68.108","192.168.68.136","0.010460429"
"18372","1720859777.056865009","192.168.68.108","192.168.68.136","0.009459198"
"18374","1720859777.066933353","192.168.68.108","192.168.68.136","0.009747379"
"18375","1720859777.078959172","192.168.68.108","192.168.68.136","0.012025819"
"18377","1720859777.088569341","192.168.68.108","192.168.68.136","0.009290068"
"18378","1720859777.099036011","192.168.68.108","192.168.68.136","0.010466670"
"18380","1720859777.109652077","192.168.68.108","192.168.68.136","0.010296345"
"18381","1720859777.119669313","192.168.68.108","192.168.68.136","0.010017236"
"18383","1720859777.129501536","192.168.68.108","192.168.68.136","0.009552514"
"18385","1720859777.139917908","192.168.68.108","192.168.68.136","0.010416372"
"18387","1720859777.149797227","192.168.68.108","192.168.68.136","0.009572268"
"18388","1720859777.164425126","192.168.68.108","192.168.68.136","0.014627899"
"18390","1720859777.170625508","192.168.68.108","192.168.68.136","0.005790367"
"18391","1720859777.181340881","192.168.68.108","192.168.68.136","0.010715373"
"18393","1720859777.192438982","192.168.68.108","192.168.68.136","0.010797549"
"18394","1720859777.202788185","192.168.68.108","192.168.68.136","0.010349203"
"18396","1720859777.214366569","192.168.68.108","192.168.68.136","0.011381581"
"18397","1720859777.222984654","192.168.68.108","192.168.68.136","0.008618085"
"18399","1720859777.243745926","192.168.68.108","192.168.68.136","0.019972280"
"18400","1720859777.273191533","192.168.68.108","192.168.68.136","0.029445607"
"18401","1720859777.273191795","192.168.68.108","192.168.68.136","0.000000262"
"18402","1720859777.273191887","192.168.68.108","192.168.68.136","0.000000092"
"18404","1720859777.275196588","192.168.68.108","192.168.68.136","0.000301943"
"18405","1720859777.286081509","192.168.68.108","192.168.68.136","0.010884921"
"18407","1720859777.297118370","192.168.68.108","192.168.68.136","0.010650564"
"18408","1720859777.307649924","192.168.68.108","192.168.68.136","0.010531554"
"18410","1720859777.319083875","192.168.68.108","192.168.68.136","0.011120601"
"18411","1720859777.329505423","192.168.68.108","192.168.68.136","0.010421548"
"18413","1720859777.341250933","192.168.68.108","192.168.68.136","0.011357878"
"18414","1720859777.349730697","192.168.68.108","192.168.68.136","0.008479764"
"18416","1720859777.360598993","192.168.68.108","192.168.68.136","0.010658534"
"18417","1720859777.375149822","192.168.68.108","192.168.68.136","0.014550829"
"18419","1720859777.380784315","192.168.68.108","192.168.68.136","0.005322293"
"18420","1720859777.398535909","192.168.68.108","192.168.68.136","0.017751594"
"18422","1720859777.402390884","192.168.68.108","192.168.68.136","0.003534543"
"18423","1720859777.415117160","192.168.68.108","192.168.68.136","0.012726276"
"18425","1720859777.425081219","192.168.68.108","192.168.68.136","0.009640786"
"18426","1720859777.433781507","192.168.68.108","192.168.68.136","0.008700288"
"18428","1720859777.443264395","192.168.68.108","192.168.68.136","0.009160754"
"18429","1720859777.453101055","192.168.68.108","192.168.68.136","0.009836660"
"18431","1720859777.463591319","192.168.68.108","192.168.68.136","0.010170485"
"18432","1720859777.476082352","192.168.68.108","192.168.68.136","0.012491033"
"18434","1720859777.488124776","192.168.68.108","192.168.68.136","0.011715270"
"18435","1720859777.496049299","192.168.68.108","192.168.68.136","0.007924523"
"18437","1720859777.505798890","192.168.68.108","192.168.68.136","0.009418619"
"18438","1720859777.516392599","192.168.68.108","192.168.68.136","0.010593709"
"18440","1720859777.526813244","192.168.68.108","192.168.68.136","0.010121458"
"18441","1720859777.538947846","192.168.68.108","192.168.68.136","0.012134602"
"18443","1720859777.546886588","192.168.68.108","192.168.68.136","0.007616647"
"18444","1720859777.556404250","192.168.68.108","192.168.68.136","0.009517662"
"18446","1720859777.565121912","192.168.68.108","192.168.68.136",
"18448","1720859777.568331970","192.168.68.108","192.168.68.136","0.011604509"
"18449","1720859777.570335973","192.168.68.108","192.168.68.136",
"18451","1720859777.580960135","192.168.68.108","192.168.68.136",
"18453","1720859777.580960755","192.168.68.108","192.168.68.136","0.012628785"
"18455","1720859777.588152297","192.168.68.108","192.168.68.136",
"18457","1720859777.591495887","192.168.68.108","192.168.68.136","0.010133909"
"18458","1720859777.599235304","192.168.68.108","192.168.68.136",
"18460","1720859777.599235704","192.168.68.108","192.168.68.136","0.007739817"
"18462","1720859777.604485960","192.168.68.108","192.168.68.136","0.970238548"
"18463","1720859777.605474036","192.168.68.108","192.168.68.136","0.000000000"
"18471","1720859777.608719566","192.168.68.108","192.168.68.136","0.001717192"
"18472","1720859777.619367287","192.168.68.108","192.168.68.136","0.010647721"
"18474","1720859777.625707167","192.168.68.108","192.168.68.136","0.020191344"
"18477","1720859777.629900654","192.168.68.108","192.168.68.136","0.010148238"
"18478","1720859777.632899822","192.168.68.108","192.168.68.136","0.005516156"
"18479","1720859777.632900142","192.168.68.108","192.168.68.136","0.026032916"
"18483","1720859777.641553648","192.168.68.108","192.168.68.136","0.006303994"
"18484","1720859777.645296677","192.168.68.108","192.168.68.136","0.012125995"
"18485","1720859777.651337289","192.168.68.108","192.168.68.136","0.009783641"
"18487","1720859777.661058465","192.168.68.108","192.168.68.136","0.009393002"
"18488","1720859777.669004963","192.168.68.108","192.168.68.136","0.062315405"
"18490","1720859777.669005338","192.168.68.108","192.168.68.136","0.061873522"
"18492","1720859777.669005482","192.168.68.108","192.168.68.136","0.062570577"
"18494","1720859777.669005572","192.168.68.108","192.168.68.136","0.061749490"
"18496","1720859777.670532579","192.168.68.108","192.168.68.136","0.009474114"
"18498","1720859777.685175101","192.168.68.108","192.168.68.136","0.014343562"
"18499","1720859777.694307302","192.168.68.108","192.168.68.136","0.009132201"
"18501","1720859777.701632879","192.168.68.108","192.168.68.136","0.066526874"
"18502","1720859777.702621832","192.168.68.108","192.168.68.136","0.007989701"
"18503","1720859777.712395121","192.168.68.108","192.168.68.136","0.009773289"
"18505","1720859777.716807851","192.168.68.108","192.168.68.136","0.047769452"
"18506","1720859777.716808212","192.168.68.108","192.168.68.136","0.047733796"
"18507","1720859777.716808344","192.168.68.108","192.168.68.136","0.047709796"
"18508","1720859777.716808459","192.168.68.108","192.168.68.136","0.047721765"
"18509","1720859777.723997505","192.168.68.108","192.168.68.136","0.011265513"
"18510","1720859777.733864933","192.168.68.108","192.168.68.136","0.009867428"
"18512","1720859777.743372636","192.168.68.108","192.168.68.136","0.009169712"
"18513","1720859777.753710438","192.168.68.108","192.168.68.136","0.010337802"
"18515","1720859777.764392911","192.168.68.108","192.168.68.136","0.010377248"
"18516","1720859777.775143811","192.168.68.108","192.168.68.136","0.010750900"
"18518","1720859777.784917061","192.168.68.108","192.168.68.136","0.009183066"
"18519","1720859777.795381943","192.168.68.108","192.168.68.136","0.010464882"
"18521","1720859777.806021735","192.168.68.108","192.168.68.136","0.010114180"
"18522","1720859777.815698339","192.168.68.108","192.168.68.136","0.009676604"
"18524","1720859777.826406158","192.168.68.108","192.168.68.136","0.010247621"
"18525","1720859777.837517340","192.168.68.108","192.168.68.136","0.011111182"
"18527","1720859777.847284113","192.168.68.108","192.168.68.136","0.009559856"
"18528","1720859777.858960690","192.168.68.108","192.168.68.136","0.011676577"
"18530","1720859777.868516415","192.168.68.108","192.168.68.136","0.009382792"
"18531","1720859777.875035542","192.168.68.108","192.168.68.136","0.158227691"
"18533","1720859777.878347528","192.168.68.108","192.168.68.136","0.009831113"
"18535","1720859777.893204645","192.168.68.108","192.168.68.136","0.014721411"
"18536","1720859777.899817992","192.168.68.108","192.168.68.136","0.006613347"
"18538","1720859777.910478571","192.168.68.108","192.168.68.136","0.010126435"
"18539","1720859777.920393305","192.168.68.108","192.168.68.136","0.009914734"
"18541","1720859777.931329232","192.168.68.108","192.168.68.136","0.010433986"
"18542","1720859777.941028462","192.168.68.108","192.168.68.136","0.009699230"
"18544","1720859777.951768032","192.168.68.108","192.168.68.136","0.010430368"
"18545","1720859777.961846174","192.168.68.108","192.168.68.136","0.010078142"
"18547","1720859778.010257602","192.168.68.108","192.168.68.136","0.048105824"
"18548","1720859778.010257855","192.168.68.108","192.168.68.136","0.000000253"
"18549","1720859778.010257981","192.168.68.108","192.168.68.136","0.000000126"
"18550","1720859778.010258071","192.168.68.108","192.168.68.136","0.293449727"
"18552","1720859778.011930470","192.168.68.108","192.168.68.136","0.001672489"
"18553","1720859778.012994700","192.168.68.108","192.168.68.136","0.001064230"
"18555","1720859778.023713534","192.168.68.108","192.168.68.136","0.009963717"
"18556","1720859778.033359372","192.168.68.108","192.168.68.136","0.009645838"
"18558","1720859778.044014741","192.168.68.108","192.168.68.136","0.010352418"
"18559","1720859778.053850285","192.168.68.108","192.168.68.136","0.009835544"
"18561","1720859778.064750235","192.168.68.108","192.168.68.136","0.010357914"
"18562","1720859778.077223646","192.168.68.108","192.168.68.136","0.012473411"
"18564","1720859778.085565021","192.168.68.108","192.168.68.136","0.008077703"
"18565","1720859778.095927204","192.168.68.108","192.168.68.136","0.010362183"
"18567","1720859778.108379102","192.168.68.108","192.168.68.136","0.012245359"
"18568","1720859778.116731977","192.168.68.108","192.168.68.136","0.008352875"
"18570","1720859778.127193904","192.168.68.108","192.168.68.136","0.010261677"
"18571","1720859778.137004131","192.168.68.108","192.168.68.136","0.009810227"
"18573","1720859778.149189217","192.168.68.108","192.168.68.136","0.011667186"
"18575","1720859778.159777604","192.168.68.108","192.168.68.136","0.010588387"
"18577","1720859778.169186962","192.168.68.108","192.168.68.136","0.009117938"
"18578","1720859778.179868386","192.168.68.108","192.168.68.136","0.010681424"
"18580","1720859778.189428366","192.168.68.108","192.168.68.136","0.009242097"
"18581","1720859778.199295981","192.168.68.108","192.168.68.136","0.009867615"
"18583","1720859778.211870090","192.168.68.108","192.168.68.136","0.012200760"
"18584","1720859778.220198047","192.168.68.108","192.168.68.136","0.008327957"
"18586","1720859778.232734831","192.168.68.108","192.168.68.136","0.011955108"
"18587","1720859778.244294038","192.168.68.108","192.168.68.136","0.011559207"
"18589","1720859778.251633737","192.168.68.108","192.168.68.136","0.007020527"
"18590","1720859778.261872440","192.168.68.108","192.168.68.136","0.010238703"
"18592","1720859778.271543736","192.168.68.108","192.168.68.136","0.009313744"
"18593","1720859778.281842260","192.168.68.108","192.168.68.136","0.010298524"
"18595","1720859778.294662039","192.168.68.108","192.168.68.136","0.011350040"
"18596","1720859778.304380230","192.168.68.108","192.168.68.136","0.009718191"
"18598","1720859778.316795074","192.168.68.108","192.168.68.136","0.011598884"
"18599","1720859778.324239984","192.168.68.108","192.168.68.136","0.007444910"
"18601","1720859778.334785980","192.168.68.108","192.168.68.136","0.009845901"
"18602","1720859778.346210378","192.168.68.108","192.168.68.136","0.011424398"
"18604","1720859778.354856559","192.168.68.108","192.168.68.136","0.008489317"
